model,x1,y1,temperature_c
ideal,0.5930379746835444,0.7683755381992367,84.98167744736861
van_laar,0.5930379746835444,0.7007195066266063,79.19058337736088
nrtl,0.5930379746835444,0.6983262449625305,79.16451178914699
ideal,0.6054430379746836,0.7774922823588355,84.74780508434348
van_laar,0.6054430379746836,0.7065616870836023,79.11751196670559
nrtl,0.6054430379746836,0.7042155841699557,79.09286321007262
ideal,0.6178481012658228,0.7864451314514825,84.51621853744969
van_laar,0.6178481012658228,0.712544033042771,79.04651549756879
nrtl,0.6178481012658228,0.710251898645413,79.02324777805869
ideal,0.630253164556962,0.7952382993222403,84.28687731555584
van_laar,0.630253164556962,0.718672054750209,78.97765202776026
nrtl,0.630253164556962,0.716440354493232,78.95573167516744
ideal,0.6426582278481012,0.80387585949772,84.05974195206204
van_laar,0.6426582278481012,0.7249512629911053,78.9109845744774
nrtl,0.6426582278481012,0.7227861147684069,78.89038498717983
ideal,0.6550632911392406,0.8123617508969253,83.8347739714842
van_laar,0.6550632911392406,0.7313871927611705,78.84658057645792
nrtl,0.6550632911392406,0.7292943612388778,78.8272811860887
ideal,0.6674683544303798,0.8206997832684647,83.6119358573639
van_laar,0.6674683544303798,0.7379854257686432,78.78451143368483
nrtl,0.6674683544303798,0.7359703148182591,78.76649668670281
ideal,0.679873417721519,0.828893642369163,83.39119102144336
van_laar,0.679873417721519,0.7447516119969089,78.72485211588543
nrtl,0.679873417721519,0.7428192548797418,78.70811046832964
ideal,0.6922784810126582,0.8369468948981856,83.17250377404588
van_laar,0.6922784810126582,0.7516914905353915,78.6676808322228
nrtl,0.6922784810126582,0.7498465376382816,78.6522037536636
ideal,0.7046835443037974,0.8448629931999159,82.95583929560792
van_laar,0.7046835443037974,0.7588109098680019,78.6130787555732
nrtl,0.7046835443037974,0.7570576137680969,78.59885973800748
ideal,0.7170886075949368,0.8526452797480195,82.74116360930826
van_laar,0.7170886075949368,0.7661158477933987,78.56112979565648
nrtl,0.7170886075949368,0.7644580454055288,78.54816336281873
ideal,0.729493670886076,0.8602969914223804,82.5284435547469
van_laar,0.729493670886076,0.7736124311392721,78.51192041604041
nrtl,0.729493670886076,0.7720535226728964,78.50020112832938
ideal,0.7418987341772152,0.8678212635898858,82.31764676262452
van_laar,0.7418987341772152,0.7813069554234118,78.46553949070555
nrtl,0.7418987341772152,0.7798498798468128,78.45506094063727
ideal,0.7543037974683544,0.8752211339993876,82.1087416303789
van_laar,0.7543037974683544,0.7892059046071449,78.42207819643893
nrtl,0.7543037974683544,0.7878531112841545,78.41283198923985
ideal,0.7667088607594936,0.8824995465005544,81.90169729873598
van_laar,0.7667088607594936,0.7973159710816823,78.3816299378382
nrtl,0.7667088607594936,0.7960693872102625,78.37360465147482
ideal,0.779113924050633,0.88965935459575,81.69648362913419
van_laar,0.779113924050633,0.8056440760247117,78.3442903021621
nrtl,0.779113924050633,0.8045050694667731,78.33747042076808
ideal,0.7915189873417722,0.8967033248335528,81.49307118198509
van_laar,0.7915189873417722,0.8141973902631976,78.31015704166984
nrtl,0.7915189873417722,0.8131667273105316,78.30452185596594
ideal,0.8039240506329114,0.9036341400520174,81.29143119573298
van_laar,0.8039240506329114,0.8229833557785967,78.27933008145061
nrtl,0.8039240506329114,0.8220611533502269,78.27485254936043
ideal,0.8163291139240506,0.9104544024793233,81.09153556667972
van_laar,0.8163291139240506,0.8320097079925985,78.25191155107227
nrtl,0.8163291139240506,0.8311953797035031,78.24855711130836
ideal,0.8287341772151898,0.9171666366990082,80.89335682954135
van_laar,0.8287341772151898,0.8412844989749729,78.22800583867344
nrtl,0.8287341772151898,0.8405766944543273,78.22573116959637
ideal,0.8411392405063292,0.923773292486582,80.69686813870563
van_laar,0.8411392405063292,0.8508161217201681,78.20771966639079
nrtl,0.8411392405063292,0.8502126584881596,78.2064713819283
ideal,0.8535443037974684,0.9302767475239286,80.50204325016054
van_laar,0.8535443037974684,0.8606133356459944,78.19116218626331
nrtl,0.8535443037974684,0.8601111227809561,78.19087546010799
ideal,0.8659493670886076,0.9366793099975467,80.30885650406617
van_laar,0.8659493670886076,0.8706852934761129,78.17844509598494
nrtl,0.8659493670886076,0.8702802462171627,78.17904220465894
ideal,0.8783544303797468,0.9429832210863356,80.11728280794209
van_laar,0.8783544303797468,0.8810415696781764,78.16968277409498
nrtl,0.8783544303797468,0.8807285140115533,78.17107154877539
ideal,0.890759493670886,0.9491906573443287,79.92729762044524
van_laar,0.890759493670886,0.8916921906415264,78.16499243440046
nrtl,0.890759493670886,0.8914647568100331,78.16706461062903
ideal,0.9031645569620254,0.9553037329834653,79.73887693571423
van_laar,0.9031645569620254,0.902647666792431,78.16449429962549
nrtl,0.9031645569620254,0.9024981705452748,78.16712375317147
ideal,0.9155696202531646,0.961324502061226,79.55199726825585
van_laar,0.9155696202531646,0.9139190268611647,78.16831179447561
nrtl,0.9155696202531646,0.9138383371243045,78.17135265067317
ideal,0.9279746835443038,0.9672549605776847,79.366635638353
van_laar,0.9279746835443038,0.9255178545340217,78.17657175849644
nrtl,0.9279746835443038,0.9254952460268494,78.17985636132545
ideal,0.940379746835443,0.9730970484862899,79.18276955797155
van_laar,0.940379746835443,0.9374563277448564,78.1894046793016
nrtl,0.940379746835443,0.9374793168953911,78.19274140531083
ideal,0.9527848101265822,0.9788526516224565,79.00037701714685
van_laar,0.9527848101265822,0.9497472608853201,78.20694494693738
nrtl,0.9527848101265822,0.9498014232004262,78.2101158478084
