x1,temperature_c,GE_j_mol,HE_j_mol
0.01,97.11946302476113,52.402460535516475,-25.458836600948622
0.02240506329113924,94.38789564253909,113.53884452907424,-54.32831304509022
0.03481012658227848,92.28430504486397,171.0205625982847,-80.35581167247759
0.047215189873417725,90.6179031248345,225.2838838704534,-103.70506797920315
0.05962025316455696,89.26960257104633,276.6268750107985,-124.53110624636643
0.0720253164556962,88.16040900058645,325.26632120846733,-142.98105884727062
0.08443037974683544,87.23546033391266,371.36787145273405,-159.1948676815968
0.09683544303797467,86.45526500635249,415.0633221930795,-173.3058540178168
0.10924050632911392,85.79057053072611,456.46114490132476,-185.44118077037976
0.12164556962025316,85.21919858676213,495.65320967835726,-195.7222336493158
0.1340506329113924,84.7240084120988,532.7192450577614,-204.26494268477921
0.14645569620253165,84.29153894815369,567.7298883417517,-211.1800601991452
0.1588607594936709,83.91107585578524,600.7488249820159,-216.5734068669037
0.17126582278481015,83.5739936406781,631.83432052053,-220.54609417876935
0.18367088607594936,83.273281202669,661.0403366863384,-223.1947292098794
0.1960759493670886,83.0031928420803,688.4173564113194,-224.61160585577326
0.20848101265822785,82.75898702841658,714.0130012225483,-224.88488545822793
0.2208860759493671,82.53672780282783,737.8724981599871,-224.0987688570939
0.23329113924050635,82.33313168816719,760.0390361597924,-222.3336612736788
0.24569620253164556,82.14544820072557,780.5540403187288,-219.66633098423384
0.2581012658227848,81.97136553737346,799.4573845725268,-216.17006242732805
0.2705063291139241,81.80893537688625,816.787557827087,-211.91480416964515
0.2829113924050633,81.6565123703937,832.5817946871848,-206.9673120043692
0.2953164556962025,81.51270504622312,846.87617912508,-201.39128735570583
0.3077215189873418,81.37633567523285,859.70572738749,-195.24751109805467
0.320126582278481,81.24640723646557,871.1044549306863,-188.59397285880124
0.3325316455696203,81.12207605788173,881.1054310477414,-181.4859958519537
0.3449367088607595,81.00262902926995,889.7408240041984,-173.97635728052305
0.3573417721518987,80.88746452595095,897.0419388546653,-166.11540434450646
0.369746835443038,80.77607636469735,903.0392496204978,-157.95116589568195
0.3821518987341772,80.6680402529881,907.7624271299143,-149.52945978800741
0.3945569620253165,80.56300230042471,911.2403635289259,-140.89399598170166
0.4069620253164557,80.46066924488082,913.5011942439248,-132.08647546901545
0.4193670886075949,80.36080011159373,914.5723179995358,-123.1466850995164
0.4317721518987342,80.26319907522489,914.4804153568532,-114.11258839191119
0.4441772151898734,80.16770933612885,913.2514661289279,-105.02041242772732
0.4565822784810127,80.07420785505373,910.9107659455863,-95.90473092937687
0.4689873417721519,79.98260081706958,907.4829421733515,-86.7985436311415
0.4813924050632911,79.89281971705283,902.991969344418,-77.73335205647174
0.4937974683544304,79.80481797660248,897.4611842081772,-68.7392318186557
0.5062025316455696,79.7185680166395,890.9133004874416,-59.8449015645345
0.5186075949367088,79.6340587217772,883.3704233971667,-51.077788682504625
0.5310126582278482,79.55129324234504,874.8540639648702,-42.464091896755704
0.5434177215189874,79.47028708808466,865.3851531776917,-34.02884086955019
0.5558227848101266,79.39106647433043,854.9840559703483,-25.79595293251395
0.5682278481012658,79.31366688717765,843.6705850603214,-17.788287066461734
0.580632911392405,79.23813183892868,831.4640146308112,-10.027695247305484
0.5930379746835444,79.16451178914699,818.383093857959,-2.5350712731739264
0.6054430379746836,79.09286321007262,804.4460602760665,4.669602814890366
0.6178481012658228,79.02324777805869,789.6706529728463,11.567212609361404
0.630253164556962,78.95573167516744,774.0741256057673,18.13946940377228
0.6426582278481012,78.89038498717983,757.6732592302379,24.368870348826114
0.6550632911392406,78.8272811860887,740.4843749304428,30.23866059810166
0.6674683544303798,78.76649668670281,722.5233462440818,35.73279734805317
0.679873417721519,78.70811046832964,703.8056113728887,40.83591568069866
0.6922784810126582,78.6522037536636,684.3461851716183,45.533296121106225
0.7046835443037974,78.59885973800748,664.1596709090825,49.81083382550075
0.7170886075949368,78.54816336281873,643.2602717957615,53.655009319449704
0.729493670886076,78.50020112832938,621.6618022734993,57.052860709220994
0.7418987341772152,78.45506094063727,599.3776990637292,59.99195729291815
0.7543037974683544,78.41283198923985,576.4210319716526,62.46037450145652
0.7667088607594936,78.37360465147482,552.804514444655,64.44667010280739
0.779113924050633,78.33747042076808,528.5405138841259,65.93986160618655
0.7915189873417722,78.30452185596594,503.6410617106416,66.92940480602648
0.8039240506329114,78.27485254936043,478.1178631832,67.40517340861021
0.8163291139240506,78.24855711130836,451.9823069739122,67.35743968718835
0.8287341772151898,78.22573116959637,425.2454745001579,66.77685611421903
0.8411392405063292,78.2064713819283,397.9181490167972,65.6544379220927
0.8535443037974684,78.19087546010799,370.01082447154755,63.98154654630424
0.8659493670886076,78.17904220465894,341.53371412709856,61.74987390753915
0.8783544303797468,78.17107154877539,312.49675895396416,58.951427491530865
0.890759493670886,78.16706461062903,282.9096357984287,55.578516187840385
0.9031645569620254,78.16712375317147,252.78176533029358,51.62373685090702
0.9155696202531646,78.17135265067317,222.12231977540858,47.07996154881648
0.9279746835443038,78.17985636132545,190.94023043824666,41.94032546724005
0.940379746835443,78.19274140531083,159.24419501998804,36.198215437930806
0.9527848101265822,78.2101158478084,127.04268473781148,29.847259062991945
0.9651898734177216,78.23208938646098,94.34395125123432,22.88131440790627
0.9775949367088608,78.25877344287431,61.15603340152379,15.294460237999814
0.99,78.2902812577607,27.486763770331066,7.080986774633632
